evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771043:region	check:7771043/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771043	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771044:identity	check:7771044/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771044,""flag"":12017050,""id"":12017050,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771044 flag=12017050	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771044:region	check:7771044/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771044	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771045:identity	check:7771045/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771045,""flag"":12017060,""id"":12017060,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771045 flag=12017060	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771045:region	check:7771045/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771045	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771046:identity	check:7771046/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771046,""flag"":12017070,""id"":12017070,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771046 flag=12017070	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771046:region	check:7771046/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771046	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771047:identity	check:7771047/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771047,""flag"":12017080,""id"":12017080,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771047 flag=12017080	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771047:region	check:7771047/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771047	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771048:identity	check:7771048/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771048,""flag"":12017090,""id"":12017090,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771048 flag=12017090	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771048:region	check:7771048/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771048	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771049:identity	check:7771049/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771049,""flag"":12017100,""id"":12017100,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771049 flag=12017100	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771049:region	check:7771049/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771049	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771050:identity	check:7771050/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771050,""flag"":12017105,""id"":12017105,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771050 flag=12017105	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771050:region	check:7771050/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771050	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771051:identity	check:7771051/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771051,""flag"":12017110,""id"":12017110,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771051 flag=12017110	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771051:region	check:7771051/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771051	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771052:identity	check:7771052/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771052,""flag"":12017120,""id"":12017120,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771052 flag=12017120	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771052:region	check:7771052/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771052	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771053:identity	check:7771053/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771053,""flag"":12017130,""id"":12017130,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771053 flag=12017130	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771053:region	check:7771053/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771053	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771054:identity	check:7771054/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771054,""flag"":12017140,""id"":12017140,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771054 flag=12017140	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771054:region	check:7771054/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771054	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771055:identity	check:7771055/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771055,""flag"":12017150,""id"":12017150,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771055 flag=12017150	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771055:region	check:7771055/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771055	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771056:identity	check:7771056/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771056,""flag"":12017160,""id"":12017160,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771056 flag=12017160	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771056:region	check:7771056/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771056	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771057:identity	check:7771057/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771057,""flag"":12017170,""id"":12017170,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771057 flag=12017170	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
