flag,flag_source,item_name,region,method,confidence
40027010,map_lot,Grave Glovewort [1],Global / Common-event (unplaced),global,low
40027020,map_lot,Viridian Amber Medallion +3,Global / Common-event (unplaced),global,low
40027100,map_lot,Ghost Glovewort [2],Global / Common-event (unplaced),global,low
40027110,map_lot,Thin Beast Bones,Global / Common-event (unplaced),global,low
40027120,map_lot,Shadow Realm Rune [5],Global / Common-event (unplaced),global,low
40027130,map_lot,Death Knight Helm,Global / Common-event (unplaced),global,low
40027140,map_lot,Ghost Glovewort [9],Global / Common-event (unplaced),global,low
40027210,map_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
40027900,enemy_lot,Great Ghost Glovewort,Global / Common-event (unplaced),global,low
41007010,map_lot,Silver Horn Tender,Global / Common-event (unplaced),global,low
41007020,map_lot,Frozen Maggot,Global / Common-event (unplaced),global,low
41007100,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
41007110,map_lot,Thawfrost Boluses,Global / Common-event (unplaced),global,low
41007120,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
41007130,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
41007210,map_lot,Innard Meat,Global / Common-event (unplaced),global,low
41007250,map_lot,Greatjar,Global / Common-event (unplaced),global,low
41007270,map_lot,Lost Ashes of War,Global / Common-event (unplaced),global,low
41007970,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41007975,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41007980,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41007985,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41007990,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41007995,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41017010,map_lot,Bolt,Global / Common-event (unplaced),global,low
41017020,map_lot,Stalwart Horn Charm +2,Global / Common-event (unplaced),global,low
41017030,map_lot,Frozen Maggot,Global / Common-event (unplaced),global,low
41017100,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
41017110,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
41017120,map_lot,Invigorating Cured Meat,Global / Common-event (unplaced),global,low
41017130,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
41017200,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
41017230,map_lot,Innard Meat,Global / Common-event (unplaced),global,low
41017240,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
41017310,map_lot,Silver Horn Tender,Global / Common-event (unplaced),global,low
41017975,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41017980,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41017985,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41017990,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41017995,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41027010,map_lot,"Prattling Pate ""Lamentation""",Global / Common-event (unplaced),global,low
41027100,map_lot,Chilling Perfume Bottle,Global / Common-event (unplaced),global,low
41027110,map_lot,Call of Tibia,Global / Common-event (unplaced),global,low
41027120,map_lot,Shadow Realm Rune [4],Global / Common-event (unplaced),global,low
41027130,map_lot,Lamenting Visage,Global / Common-event (unplaced),global,low
41027985,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41027990,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
41027995,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
42007100,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
42007110,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
42007130,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
42007140,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
42007150,map_lot,Smithscript Dagger,Global / Common-event (unplaced),global,low
42007160,map_lot,Somber Smithing Stone [6],Global / Common-event (unplaced),global,low
42007170,map_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
42007180,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
42027010,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
42027020,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
42027030,map_lot,Smithing Talisman,Global / Common-event (unplaced),global,low
42027040,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
42027050,map_lot,Smithscript Spear,Global / Common-event (unplaced),global,low
42027060,map_lot,Smithscript Cirque,Global / Common-event (unplaced),global,low
42027070,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
42027080,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
43007010,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
43007020,map_lot,Shadow Realm Rune [1],Global / Common-event (unplaced),global,low
43007030,map_lot,Sanguine Amaryllis,Global / Common-event (unplaced),global,low
43007040,map_lot,Sacred Bloody Flesh,Global / Common-event (unplaced),global,low
43007050,map_lot,Sacred Bloody Flesh,Global / Common-event (unplaced),global,low
43017010,map_lot,Shadow Realm Rune [2],Global / Common-event (unplaced),global,low
43017020,map_lot,Knot Resin,Global / Common-event (unplaced),global,low
43017030,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
43017040,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
53000700,enemy_lot,,Global / Common-event (unplaced),global,low
59930000,map_lot,Veteran's Helm,Global / Common-event (unplaced),global,low
59930001,map_lot,,Global / Common-event (unplaced),global,low
59930010,map_lot,,Global / Common-event (unplaced),global,low
59931000,map_lot,Soft Cotton,Global / Common-event (unplaced),global,low
59990000,map_lot,,Global / Common-event (unplaced),global,low
59990010,map_lot,,Global / Common-event (unplaced),global,low
99017000,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
99997000,map_lot,,Global / Common-event (unplaced),global,low
99997010,map_lot,,Global / Common-event (unplaced),global,low
99997020,map_lot,Cracked Pot,Global / Common-event (unplaced),global,low
99997030,map_lot,Perfume Bottle,Global / Common-event (unplaced),global,low
1032500030,synthetic,"SA/FR: Smithing Stone [6] x8 - in chest to SE inside, in center room below, inside cage",Scadu Altus (DLC),synthetic_areacode,med
1033447010,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
1033447020,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
1033447030,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
1033447040,map_lot,Raw Meat Dumpling,Global / Common-event (unplaced),global,low
1033457100,map_lot,Dragonscale Blade,Global / Common-event (unplaced),global,low
1033457990,enemy_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
1033467030,map_lot,Blood Grease,Global / Common-event (unplaced),global,low
1033467040,map_lot,Jellyfish Shield,Global / Common-event (unplaced),global,low
1033477010,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1033477020,map_lot,Imbued Sword Key,Global / Common-event (unplaced),global,low
1033477030,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
1033477900,map_lot,Albinauric Bloodclot,Global / Common-event (unplaced),global,low
1033477910,map_lot,Cuckoo Glintstone,Global / Common-event (unplaced),global,low
1035417980,enemy_lot,Ghost Glovewort [2],Global / Common-event (unplaced),global,low
1035417990,enemy_lot,Ghost Glovewort [2],Global / Common-event (unplaced),global,low
1035427010,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1035427030,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
1035427040,map_lot,Ivory Sickle,Global / Common-event (unplaced),global,low
1035427100,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427110,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427120,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427130,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427140,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427160,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427170,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427180,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035427190,map_lot,Starlight Shards,Global / Common-event (unplaced),global,low
1035447990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1035457030,map_lot,Strip of White Flesh,Global / Common-event (unplaced),global,low
1035467020,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1035467100,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1035497020,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1035497990,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507010,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1035507020,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1035507030,map_lot,Slumbering Egg,Global / Common-event (unplaced),global,low
1035507050,map_lot,Somber Smithing Stone [3],Global / Common-event (unplaced),global,low
1035507060,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
1035507070,map_lot,Crystal Dart,Global / Common-event (unplaced),global,low
1035507080,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1035507090,map_lot,Ash of War: Carian Grandeur,Global / Common-event (unplaced),global,low
1035507100,map_lot,Somber Smithing Stone [3],Global / Common-event (unplaced),global,low
1035507110,map_lot,Spellproof Dried Liver,Global / Common-event (unplaced),global,low
1035507120,map_lot,Rimed Crystal Bud,Global / Common-event (unplaced),global,low
1035507130,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507140,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
1035507150,map_lot,Urumi,Global / Common-event (unplaced),global,low
1035507160,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
1035507170,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
1035507180,map_lot,Old Fang,Global / Common-event (unplaced),global,low
1035507190,map_lot,Glintstone Firefly,Global / Common-event (unplaced),global,low
1035507250,map_lot,Rimed Crystal Bud,Global / Common-event (unplaced),global,low
1035507260,map_lot,Rimed Crystal Bud,Global / Common-event (unplaced),global,low
1035507270,map_lot,Rimed Crystal Bud,Global / Common-event (unplaced),global,low
1035507300,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1035507610,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
1035507620,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
1035507630,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
1035507650,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507660,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507670,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507680,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507690,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507700,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507710,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507720,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507730,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507740,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507750,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507760,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507770,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507780,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507790,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507800,enemy_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
1035507900,map_lot,Sword of Night and Flame,Global / Common-event (unplaced),global,low
1035507990,enemy_lot,Troll Knight's Sword,Global / Common-event (unplaced),global,low
1035537020,map_lot,Mushroom,Global / Common-event (unplaced),global,low
1035537980,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1035537990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1035547700,enemy_lot,Prelate's Inferno Crozier,Global / Common-event (unplaced),global,low
1035547980,enemy_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
1035547990,enemy_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
1036437010,map_lot,Confessor Hood,Global / Common-event (unplaced),global,low
1036437020,map_lot,Tarnished Golden Sunflower,Global / Common-event (unplaced),global,low
1036437030,map_lot,Rainbow Stone,Global / Common-event (unplaced),global,low
1036447000,map_lot,Crystal Bud,Global / Common-event (unplaced),global,low
1036447010,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
1036447040,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
1036447050,map_lot,Shattershard Arrow (Fletched),Global / Common-event (unplaced),global,low
1036447060,map_lot,Glintstone Firefly,Global / Common-event (unplaced),global,low
1036447300,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
1036457020,map_lot,Crystal Cave Moss,Global / Common-event (unplaced),global,low
1036457110,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
1036477000,map_lot,Somber Smithing Stone [3],Global / Common-event (unplaced),global,low
1036477100,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1036487100,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
1036507010,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
